respondent_id,time_spent,age,gender,family_status,vehicle_ownership,personality_consumption_score,trend_consumption_score,fashion_consumption_score,quality_consumption_score,brand,model,store,appearance_design_score,appearance_design_experience_areas,appearance_design_overall_positive_feedback,appearance_design_overall_negative_feedback,appearance_design_front_side_positive_feedback,appearance_design_front_side_negative_feedback,appearance_design_paint_color_positive_feedback,appearance_design_paint_color_negative_feedback,appearance_design_other_positive_feedback,appearance_design_other_negative_feedback,appearance_design_media,interior_design_quality_score,interior_design_quality_experience_areas,interior_design_layout_positive_feedback,interior_design_layout_negative_feedback,interior_material_workmanship_positive_feedback,interior_material_workmanship_negative_feedback,interior_color_atmosphere_positive_feedback,interior_color_atmosphere_negative_feedback,interior_design_details_positive_feedback,interior_design_details_negative_feedback,interior_design_other_positive_feedback,interior_design_other_negative_feedback,interior_design_quality_media,smart_cabin_score,smart_cabin_experience_areas,smart_cabin_hardware_positive_feedback,smart_cabin_hardware_negative_feedback,smart_cabin_ui_positive_feedback,smart_cabin_ui_negative_feedback,smart_cabin_ecosystem_positive_feedback,smart_cabin_ecosystem_negative_feedback,smart_cabin_voice_assistant_positive_feedback,smart_cabin_voice_assistant_negative_feedback,smart_cabin_unique_features_positive_feedback,smart_cabin_unique_features_negative_feedback,smart_cabin_other_positive_feedback,smart_cabin_other_negative_feedback,smart_cabin_media,configuration_value_score,configuration_value_experience_areas,configuration_wow_features_positive_feedback,configuration_wow_features_experience,configuration_comfort_features_positive_feedback,configuration_comfort_features_negative_feedback,configuration_tech_features_positive_feedback,configuration_tech_features_negative_feedback,configuration_other_positive_feedback,configuration_other_negative_feedback,configuration_value_media,overall_quality_score,overall_quality_experience_areas,body_gap_positive_feedback,body_gap_negative_feedback,material_color_consistency_positive_feedback,material_color_consistency_negative_feedback,closure_quality_positive_feedback,closure_quality_negative_feedback,button_quality_positive_feedback,button_quality_negative_feedback,overall_quality_other_positive_feedback,overall_quality_other_negative_feedback,overall_quality_media,driving_safety_score,driving_safety_experience_areas,safety_info_expression_positive_feedback,safety_info_expression_negative_feedback,passive_safety_positive_feedback,passive_safety_negative_feedback,active_safety_positive_feedback,active_safety_negative_feedback,driving_safety_other_positive_feedback,driving_safety_other_negative_feedback,driving_safety_media,riding_comfort_score,riding_comfort_experience_areas,seat_comfort_positive_feedback,seat_comfort_negative_feedback,space_positive_feedback,space_negative_feedback,comfort_features_positive_feedback,comfort_features_negative_feedback,quietness_positive_feedback,quietness_negative_feedback,air_conditioning_positive_feedback,air_conditioning_negative_feedback,riding_comfort_other_positive_feedback,riding_comfort_other_negative_feedback,riding_comfort_media,operation_convenience_score,operation_convenience_experience_areas,storage_space_positive_feedback,storage_space_negative_feedback,convenience_design_positive_feedback,convenience_design_negative_feedback,button_operation_positive_feedback,button_operation_negative_feedback,charging_convenience_positive_feedback,charging_convenience_negative_feedback,operation_convenience_other_positive_feedback,operation_convenience_other_negative_feedback,operation_convenience_media,service_experience_score,service_experience_experience_areas,store_experience_positive_feedback,store_experience_negative_feedback,reception_professionalism_positive_feedback,reception_professionalism_negative_feedback,demonstration_positive_feedback,demonstration_negative_feedback,service_experience_other_positive_feedback,service_experience_other_negative_feedback,service_experience_media,driving_comfort_score,driving_comfort_experience_areas,chassis_tuning_positive_feedback,chassis_tuning_negative_feedback,view_positive_feedback,view_negative_feedback,driving_experience_positive_feedback,driving_experience_negative_feedback,noise_reduction_positive_feedback,noise_reduction_negative_feedback,driving_comfort_other_positive_feedback,driving_comfort_other_negative_feedback,driving_comfort_media,brand_user_group_experience,innovation_insight,innovation_media,cost_control_insight,cost_control_media
114,498秒,35-39岁,女,已婚1孩,是，请补充车型〖S7〗,3,3,3,5,腾势N9,顶配,广州车展,7,车型整体┋漆面/颜色,整体风格统一,,,,漆面品质好,,,,,8,内饰设计风格与布局┋用料及工艺,整体风格统一,,高级感,,,,,,,,,8,UI设计┋语音助手,,,操作便利,无法,,,反应快,,,,,,,6,“哇塞”配置,眼前一亮,(空),,,,,,,,9,材质/颜色一致性,,,高级感,,,,,,,,,8,安全信息的表达,,,,,,,,,(空),8,座椅舒适性,很舒适,,,,,,,,,,,,,8,便利性设计,,,操作方便,,,,,,,,,8,接待与专业性,,,热情 亲切,,,,,,(空),,(空),,,,,,,,,,,(空),,,(空),,(空)
115,13781秒,35-39岁,男,已婚1孩,是，请补充车型〖GS4〗,5,5,5,5,蔚来,es8-顶配,车展,8,前脸/侧围,,,外观感知品质好,,,,,,,9,用料及工艺┋设计细节,,,上界H5,用料差同级水平,,,,,,,,6,硬件基础,页面单独针对蔚来匹配设计,,,,,,,,,,,,,5,科技配置,(跳过),(跳过),,,,,,,(空),5,车身缝隙,,星愿后视镜拔膜缝大,,,,,,,,,,9,主动安全,,,,,哈佛猛龙上楼梯功能,,,,,9,空间,,,北汽极狐T1A0大空间,,,,,,,,,,,9,按键操作便利性,,,,,,车门解锁按键不合理,,,,,,6,其他〖空间大〗,,,,,,,北汽极狐T1A0级最大空间,,,,(空),,,,,,,,,,,,,,(空),,(空)
116,2502秒,35-39岁,男,已婚1孩,是，请补充车型〖AION Y〗,5,5,5,5,奇瑞,ICAR V23,广州-车展,9,车型整体,方盒子造型，方方正正，城市越野风,轮辋造型不好看，看着像铁轮辋（实为铝轮辋）掉价,,,,,,,,7,用料及工艺,,,门板多为软包敷材料,按键面板设计较为粗糙；IP台整体感觉廉价感,,,,,,,,8,应用生态,,,,,APP较多，有应用中心,应用APP界面会自动回弹回主界面，疑似bug,,,,,,,https://alifilezx.sojump.cn/338144886_115_q34_20251124141957599DFVZU9.mp4?Expires=1771984639&OSSAccessKeyId=LTAI5t5yGPC18zF31HzHsQKG&Signature=HOkqrQTHnvun16uOP5ojeNpS%2Fzw%3D&response-content-disposition=attachment%3Bfilename%3D118_34_VID_20251124_141934.mp4，https://alifilezx.sojump.cn/338144886_115_q34_20251124142012670XWR6Q8.jpg?Expires=1771984639&OSSAccessKeyId=LTAI5t5yGPC18zF31HzHsQKG&Signature=cWqFsszQfnHJpioqCeUgQ8mv%2FxU%3D&response-content-disposition=attachment%3Bfilename%3D118_34_IMG_20251124_141815.jpg,9,舒适配置,(跳过),(跳过),2026款全新前排座椅加热通风电调,全系最高续航只有500km，续航略显不足,,,,,,8,车身缝隙,车身缝隙小，一致性补充,部分缝隙不太对齐,,,,,,,,,,9,被动安全,,,2026款全新标配侧气囊侧气帘,,,,,,,8,座椅舒适性,座垫软硬适中,后排靠背角度较直,,,,,,,,,,,,8,按键操作便利性,,,,,保留较多实体按键及旋钮,隐藏式门把手设计较为奇葩，操作不便,,,,,,7,接待与专业性,,,接待及时,专业能力一般,,,,,(空),9,视野,,,前排整体视野开阔，可能是坐姿较高的原因,发动机盖过高，影响前下视野,,,,,,,https://alifilezx.sojump.cn/338144886_115_q88_20251124144828460X88TGO.mp4?Expires=1771984639&OSSAccessKeyId=LTAI5t5yGPC18zF31HzHsQKG&Signature=7Gh9UsGutc6%2BWnmLZycbjz8qa6E%3D&response-content-disposition=attachment%3Bfilename%3D118_88_VID_20251124_144630.mp4，https://alifilezx.sojump.cn/338144886_115_q88_202511241448471011ES80U.jpg?Expires=1771984639&OSSAccessKeyId=LTAI5t5yGPC18zF31HzHsQKG&Signature=NYG3LyJQZ1ZrxQ8%2FwRssddNu4VY%3D&response-content-disposition=attachment%3Bfilename%3D118_88_IMG_20251124_144837.jpg,,车门，前排座椅后面储物为网兜设计，实用,,车门，前排座椅后面储物为网兜设计，成本低且实用,
117,1684秒,30-34岁,女,已婚1孩,是，请补充车型〖特斯拉model3〗,2,2,2,1,AUDI,AUDI-E5先锋plus,广州车展,6,车型整体┋前脸/侧围┋漆面/颜色,前后灯,前后脸造型不符合审美,有特点,车灯闭环里面是块铁，没有凸显高科技,黑色的外漆搭配车灯比较高级又有科技感,,,,,3,内饰设计风格与布局┋用料及工艺┋色彩与氛围┋设计细节,bose音响，后排座椅加热，氛围灯，屏幕,设计过于简洁，空间小，没有储物空间,实木,翻毛皮,不觉得有优点，全屏屏幕ok,还是偏毛坯，没有豪华质感，沉浸感一般,中控可以屏幕盲操,设计过于简单，后排没有座椅通风,,,,5,UI设计┋语音助手┋独特功能亮点,,,卡片是操作界面，主副驾可以分屏使用互不干扰，副驾看视频可以自己连蓝牙耳机不影响主驾，也可以主驾用头枕音响,应用过少,,,可见即可说，连续对话,只能完成车机任务，没有高级功能,屏幕上有彩蛋功能,应用生态过少,,,,5,科技配置,(跳过),(跳过),,,终身免费智驾，免费ota升级,没有冰箱,,,(空),6,按键质感,,,,,,,物理按键配合屏幕可以盲操,功能不多,,,(空),5,其他〖智驾〗,,,,,,,mmt方案，终身免费智驾,暂无,,4,座椅舒适性┋空间┋静谧性,没有优点,空间小，舒适性一般，不算软,不好,空间不足，没有储物空间,,,音响效果好,没有,,,,,(空),6,便利性设计,,,ui,语音助手能力仅仅支持完成车机任务,,,,,,,(空),5,接待与专业性,,,会给你介绍你关注的点,,,,,,(空),4,(空),,,,,,,,,,,(空),,,(空),,(空)
118,3428秒,35-39岁,女,未婚/单身,是，请补充车型〖昊铂HT〗,1,3,1,1,ht,HT670,广州海珠昊铂店,8,车型整体,年轻时尚,欠缺豪华感,,,,,,,(空),7,内饰设计风格与布局┋色彩与氛围,空间大，舒适,欠缺独特的个性,,,材料质感好,色彩搭配单一，容易审美疲劳，橙色内饰在前玻璃上有倒影，影响视野清晰。,,,,,(空),8,应用生态┋语音助手,,,,,该有的功能基本满足,暂未发现,满足要求,暂未发现,,,,,(空),9,舒适配置┋科技配置,(跳过),(跳过),座椅，nvh表现优秀,后视镜视野不佳,智能泊车，测距表现优秀,碰撞滴滴音容易听觉疲劳，换成语音提醒更好,,,(空),8,材质/颜色一致性,,,颜色饱满,光线下显旧,,,,,,,(空),8,主动安全,,,,,方向盘自动回正很好用,暂未发现,,,(空),9,座椅舒适性┋静谧性,包裹性好,,,,,,隔振好，底盘噪音较小,风噪可以再降低,,,,,(空),9,储物空间┋便利性设计,空间充足,,按键明显易操作,,,,,,,,(空),8,接待与专业性,,,耐心，介绍全面,流程自动化程度低，忙乱起来易出错,,,,,(空),8,驾驶感受(加速、制动、专项等）,,,,,动力响应灵敏，跟随性好,暂未发现,,,,,(空),追求时尚，新鲜感，喜欢视觉和触觉上更有质感,语音交互更接近真人互动，理解力较好。,(空),暂未发现,(空)
119,1746秒,40-44岁,男,已婚1孩,是，请补充车型〖传祺E8〗,3,3,3,3,智己,智己LS9,广州车展,8,前脸/侧围,,,大灯设计感强，车头较高，外观大气,,,,,,,7,用料及工艺,,,内饰手感触摸舒服,,,,,,,,(空),7,语音助手,,,,,,,语音助手反应快捷,,,,,,(空),8,“哇塞”配置,大容量电池，纯电续航300+，基本满足一周充一次电,(空),,,,,,,(空),7,开闭件质感,,,,,开关门厚重,,,,,,(空),7,其他,,,,,,,无试驾,,(空),8,座椅舒适性,座椅坐着舒适，对胖的的人来说也没有紧迫感,,,,,,,,,,,,(空),6,按键操作便利性,,,,,与现有车型基本一致,,,,,,(空),8,接待与专业性,,,现场销售人员热情，介绍详细,,,,,,(空),7,其他,,,,,,,,,上ENC,,(空),车辆售价30w+，家用居多,,(空),,(空)
120,1945秒,40-44岁,男,已婚1孩,是，请补充车型〖GS4〗,3,3,4,4,小米,奇瑞风云A9L,广交会展馆,8,车型整体┋前脸/侧围┋漆面/颜色,线性简约匀称爆满,轮毂一般，A柱太粗,前脸宽大有气势,门把手不够精致,颜色独特,漆面质量一般,,,,6,内饰设计风格与布局,空间大，简约,前排座椅调整不方便，空间小,,,,,,,,,,5,硬件基础,momenta技术，性价比高,性能和华为比有差距，光辉版猎鹰700支持高速智驾。,,,,,,,,,,,,7,其他〖空间大，外观好，价格不算贵〗,(跳过),(跳过),,,,,空间大，外观好，价格不算贵,智驾水平一般，安全只有9气囊，没有正式测评成绩。,,6,按键质感,,,,,,,按键布局不错,按键反馈一般,,,,7,被动安全,,,有9气囊,没有正式测评,,,,,,8,座椅舒适性,座椅按摩效果不错,,,,,,,,,,,,(空),6,储物空间,副仪表板镂空设计,,,,,,,,,,,8,讲解与演示,,,,,专人讲解,,,,(空),7,视野,,,前方视野大,A柱不够细,,,,,,,,性价比,按键操作区域比较舒适,,暂无,(空)
121,1936秒,45-49岁,女,已婚2孩/多人口,是，请补充车型〖GS8〗,3,5,5,1,奔驰,EQE 500 4MATIC Luxury SUV,广州车展,7,车型整体,/,/,,,,,,,(空),9,色彩与氛围┋设计细节,,,,,作为浅内饰，感觉比其他车型的浅内饰更加的干净明快,/,同样的音响网罩，比其他车型更有设计感,/,,,(空),8,其他,,,,,,,,,,,/,/,(空),7,舒适配置,(跳过),(跳过),/,/,,,,,(空),8,车身缝隙,与价格相符,/,,,,,,,,,(空),8,主动安全,,,,,/,/,,,(空),9,静谧性,,,,,,,在车展这么嘈杂的环境里，这辆车关上车门后确实自成空间。,/,,,,,(空),8,按键操作便利性,,,,,右后车门可操控副驾座椅移动。对坐二排座椅的人非常友好。,/,,,,,(空),7,讲解与演示,,,,,/,/,,,(空),,(空),,,,,,,,,,,(空),,,(空),,(空)
122,3627秒,35-39岁,男,已婚2孩/多人口,是，请补充车型〖日产奇骏〗,3,4,4,5,问界,问界M8-6座增程/纯电Max+,惠州大亚湾万达广场鸿蒙智行体验中心(问界),8,车型整体,整体大气,有点显胖,,,,,,,,8,内饰设计风格与布局┋用料及工艺┋色彩与氛围┋设计细节,简约,老气,触摸高级,,整体较好,可接受，不亮眼,整体好看,二排左后少了小桌板,,,,9,硬件基础┋UI设计┋语音助手,操作顺畅不卡顿,,整体UI操作便利,,,,语音灵敏,,,,,,(空),8,科技配置,(跳过),(跳过),,,语音流畅，有幕布投影小朋友喜欢,幕布观感没有屏幕清晰,,,(空),8,开闭件质感┋按键质感,,,,,,,,,,,(空),9,主动安全,,,,,携带智能驾驶，主机界面显示会提前告知驾驶外部情况,智能驾驶等待缓慢，确认比较久后才启动,,,(空),9,座椅舒适性┋空间┋静谧性,软硬适用，有座椅按摩和通风,,空间较大，适合家用,,,,纯电驾驶模式比较安静，暂没体验增程发动机启动模式,,,,,,(空),9,储物空间,纯电有前备箱，停车后，如后面有墙方便取物,,,,,,,,,,(空),9,门店感受┋接待与专业性,热情接待，讲解详细,偶有出错，略多专业词汇,会讲解车上的各类优点,偶有出错，略多专业词汇,,,,,(空),9,底盘调教┋视野┋驾驶感受(加速、制动、专项等）┋风噪/胎噪等静谧行,,,,,,,,,,,(空),空间，家用，座舱和智能驾驶,语音灵敏,(空),,(空)
123,2444秒,40-44岁,男,已婚1孩,是，请补充车型〖传祺影速〗,5,5,3,1,GS3影速,劲享版,自己车,6,车型整体,尺寸紧凑,缺后四窗,,,,,,,,6,用料及工艺,,,时尚,低档软包覆感,,,,,,,,3,其他〖Auto hold〗,,,,,,,,,,,坡起灵敏,调用不方便,https://alifilezx.sojump.cn/338144886_125_q34_202511241923380994REOYN.mov?Expires=1771984639&OSSAccessKeyId=LTAI5t5yGPC18zF31HzHsQKG&Signature=a530uloPq93hsi8ShawRQVWzObg%3D&response-content-disposition=attachment%3Bfilename%3D125_34_IMG_9764.mov,2,舒适配置,(跳过),(跳过),无线CarPlay连接,返回车机界面繁琐,,,,,https://alifilezx.sojump.cn/338144886_125_q41_202511241926423525ZE2ES.mov?Expires=1771984639&OSSAccessKeyId=LTAI5t5yGPC18zF31HzHsQKG&Signature=crIZpD2RtLvwr6cgjLbooFoFY%2BM%3D&response-content-disposition=attachment%3Bfilename%3D125_41_IMG_9765.mov,6,其他〖门框外观〗,,,,,,,,,成本低,焊接质量差,,5,其他,,,,,,,加速太快,不平顺,(空),6,其他〖悬架太硬〗,,,,,,,,,,,紧凑性好,太颠簸,(空),5,储物空间,二排座椅可以放平,行李厢X向尺寸太小,,,,,,,,,,9,讲解与演示,,,,,多样功能演示,,,,(空),4,底盘调教┋驾驶感受(加速、制动、专项等）┋风噪/胎噪等静谧行,,悬架太硬,,,,加减速不平顺，制动不灵敏,,加速噪声太大,,,(空),,,(空),发动机盖手动支撑杆,
124,2352秒,40-44岁,男,已婚2孩/多人口,是，请补充车型〖传祺GS8〗,3,4,5,2,长安启源,A06 630max,广州车展,8,车型整体┋前脸/侧围,外观动感，轿跑,偏圆润，缺少力量感,侧面轮廓优雅流畅,贯穿式前灯没什么特色,,,,,,8,设计细节,,,,,,,大面积使用软质材料，细节处理的很好,方向盘上的上下左右导航按钮控制精准度不高。,,,,8,独特功能亮点,,,,,,,,,杯托后方的按钮可以调出前后左右四个方向的摄像画面,未发现,,,,9,“哇塞”配置,后排可以电动调节到145度,很舒服很实用,,,,,,,,9,车身缝隙┋开闭件质感,车身缝隙很均匀。,未发现,,,车门开闭件质感非常好。,未发现,,,,,,7,被动安全,,,安全带设置恰到好处,,,,,,(空),9,座椅舒适性,腿部空间充足，座椅支撑到位,未发现,,,,,,,,,,,,8,便利性设计,,,B柱上有隐藏式挂钩,,,,,,,,,7,接待与专业性,,,会根据需要讲解,,,,,,(空),,(空),,,,,,,,,,,(空),,,(空),,(空)
125,5265秒,35-39岁,男,已婚2孩/多人口,是，请补充车型〖第一代传祺GS4〗,2,3,5,4,五菱星光730,星光730-2025插混 125km 豪华版,广州市-广州华贵五菱宝骏4S店,6,车型整体┋前脸/侧围,整体尺寸比例协调，没有之前面包车的感觉。,缺少一些亮饰条装饰，高端感不足。,前脸格栅造型大气，但圆润不尖锐。悬浮式侧位。前脸气坝立体感较好还能降低风阻。,外视镜脖子太长细。前后组合大灯美感不足，很平庸。仅前格栅下有镀铬装饰条。,,,,,,6,用料及工艺,,,IP及CONSOLE等核心关注区亮饰条比较多，再品质上有提升感。车内软包覆较多，一定程度上减少了五菱印象中的廉价感。,做工粗糙，精细感不足。,,,,,,,,2,硬件基础┋应用生态,中控屏采用大屏设计,只有AV主机，音响数目少，坐二排音响感知不好。,,,无，有简单的车辆启动，空调控制等简单远控功能。,仅有AV，网联不能满足用户需求，基本靠手机互联。,,,,,,,(空),7,舒适配置,(跳过),(跳过),10万的车，有100km的WLTC纯电续航，还有滑移门，中控大屏，座椅仿皮，核心一二瓶排接触区有大量软包覆。点滑门可以5种开启方式。,电动滑移门仅能选装右侧，需要另外费用3000元。,,,,,(空),5,车身缝隙,,缝线等不均匀，焊点等不规则，有点丑。,,,,,,,,,(空),3,被动安全┋主动安全,,,,安全气囊数量少。,,无智驾L2，询问店员反馈后续无加装计划。,,,(空),7,座椅舒适性┋空间,座椅全仿皮，坐垫软度感觉还可以。,,第三排座椅没有一般三座车的小矮凳感觉，一二三排满座情况下，整体乘坐空间足够。,第三排头部空间够，但不充裕。,,,,,,,,,(空),8,储物空间┋便利性设计,车内很多储物空间，基本该有的储物都有,满座情况下，行李箱储物空间不大。,二排上下车扶手，三排座椅灵便性均不错。,三排左右往前翻折后，纵向空间偏小(相对这个整车尺寸来讲),,,,,,,(空),9,门店感受┋接待与专业性,网上汽车之家看了后，立马主动电话来沟通，很主动，提前预约好了，过去后出门迎接，并主动递水，安排看车，又安排试乘试驾，态度积极主动。,车型讲解不多(基本问什么答什么)。,核心卖点店员会讲到，整体感觉是聚焦讲重点(比如混动，纯电续航，点滑门，空间与其它竞品车对比大概简说），其它不问基本不主动讲。,很明确告诉客户，无智驾搭载计划。,,,,,(空),6,底盘调教┋驾驶感受(加速、制动、专项等）┋风噪/胎噪等静谧行,四连杆设计，宣传点够,主驾开车时候感觉滤振还行，没有很明显的偏硬；给商评的人开车，我坐二排，有比较多的颠簸(感觉底盘偏硬),,,混动车，低速情况下加速感还是很强，有明显地推背感。,网上看评论满载等特定情况下会感觉动力不足(受试乘试驾条件限制，本次未能验证),纯电体验，动总这块没有明显的噪音,噪音，胎噪较大。,,,(空),试乘试驾当天，正好碰到店里有一对30岁左右的夫妻购买此车，整体上看应该是小家庭(小商户)，属勤俭持家那种外貌(衣着、肤色等),广州车展看不到五菱展台，更看不到这个刚上市的新车，进一步应证了我们此前的客户群体定位(这个群体可能比较节俭，不会去参加车展这种)，所以总结就是这类群体很务实！车子设计上确实更多应该考虑务实的性价比,(空),全款10.68万可以搞定这款混动，E8的尺寸空间，滑移门，确实性价比很高。成本管控这块应该很好(对比我们的成本售价大概状态）。,
126,925秒,35-39岁,男,已婚2孩/多人口,否,4,3,3,3,埃安,i60,广州车展埃安展台,7,车型整体┋前脸/侧围,整体大气，浑然一体。,车身显得有些臃肿,前脸设计简约。,车身侧面线条过度有些突兀。,,,,,(空),6,用料及工艺┋设计细节,,,,仪表台镀铬饰条不够亮。,,,,中央出风口装饰调明显松动。中央扶手USB凹陷，脱落。,,,,7,硬件基础,中控屏反应速度还算灵敏。,,,,,,,,,,,,(空),8,舒适配置,(跳过),(跳过),,,,,,,(空),4,开闭件质感,,,,,车门声音和力度都挺好,,,,,,(空),6,被动安全,,,满意,,,,,,(空),6,座椅舒适性,挺好,前排座椅肩部太高，做后排看着很怪，不美观。,,,,,,,,,,,(空),7,储物空间,挺好,,,,,,,,,,(空),6,接待与专业性,,,,车展导购都是些临时大学生，不专业且各别人员不敬业。,,,,,(空),7,视野,,,视野还可以吧,机盖有些高了,,,,,,,(空),,,(空),,(空)
127,1845秒,35-39岁,男,已婚1孩,是，请补充车型〖大众〗,3,3,4,3,蔚来,全新ES8,广州车展,9,车型整体┋漆面/颜色,简约耐看，精致大气，原创性很高,发盖向下的设计的分缝看起来有点奇怪,,,漆面色泽亮丽，无明显橘皮等特征，,无明显不足,,,(空),9,用料及工艺┋设计细节,,,用料很好，细节处理不错，明显优于同级车,无明显不足,,,显示屏幕圆角处理，看起来很舒服。二排过道很宽敞方便通行，同时右侧座椅可以横向移动,无明显不足,,,,8,UI设计,,,UI操作起来丝滑，看起来很简洁,无明显不足,,,,,,,,,(空),9,“哇塞”配置,超大前备箱，超大后备胎坑，三排座椅一键纯平，储物空间超大,感觉很实用,,,,,,,,8,其他,,,,,,,,,细节做得很好,无明显不足,,9,被动安全,,,配置拉满，后排座椅下滑气囊也有配置,无明显不足,,,,,(空),9,座椅舒适性,座椅坐上去就很舒服，按摩覆盖面积大，力度很大,无明显不足,,,,,,,,,,,(空),9,便利性设计,,,二排过道较宽敞，座椅扶手可以收起来，右侧老板座还可电动横移,无明显不足,,,,,,,(空),9,接待与专业性,,,接待的小姐姐很热情并有耐心，每一个功能都细心讲解并引导操作体验，情绪价值拉满,无明显不足,,,,,(空),9,风噪/胎噪等静谧行,,,,,,,车展全关门静谧性不错，前小窗也是隔音玻璃,,,,,,,(空),,(空)
128,2683秒,25-29岁,女,未婚/单身,是，请补充车型〖埃安Yplus〗,3,2,5,1,智界,R7纯电ultra,广州番禺万达店,8,车型整体┋漆面/颜色,流线侧面，运动尾翼,无发现,,,幻影紫搭配内饰好看,无发现,,,(空),7,内饰设计风格与布局┋色彩与氛围,内饰布置和谐,无发现,,,内饰紫色和米色拼接搭配舒适,米色耐脏性较差（展车有脏污），氛围灯颜色不明显,,,,,,9,硬件基础,前排遮阳板化妆镜可调节灯光亮度和冷暖色，后排车门可调节空调风速温度和座椅按摩，后排小桌板和储物收起来跟座椅背部贴合，外后视镜无边框设计,副驾小桌板设计有点丑,,,,,,,,,,,,8,科技配置,(跳过),(跳过),,,标配前后向激光雷达、5个4D毫米波雷达和华为ADS辅助驾驶高阶版。价格从24.98到30.98万元，可选择性较多。,无发现,,,(空),7,开闭件质感,,,,,车门开关流畅，尾门开启流程,副驾小桌板打开卡滞,,,,,(空),8,主动安全,,,,,预警功能较多，时刻提醒驾驶员状态和车外风险情况，很安心,下车开门预警对行人无检测,,,(空),9,座椅舒适性┋空间,主副驾和后排坐起来舒服，儿童座椅设置很贴心,无发现,前排、后排和后备箱空间很大，乘坐起来舒适,无发现,,,,,,,,,(空),8,储物空间┋按键操作便利性,车内很多储物地方，特别是后备箱很大,无发现,,,方向盘按键跟广汽的设置不一样，要重新适应，实际使用可行,同上,,,,,(空),5,门店感受┋接待与专业性,门店内有智能家居、手机和汽车三类产品，汽车有三款。总体客户很多，国内外户籍客户都来体验。,总体空间有点窄。,销售人员主动跟随，但不会主动讲解,销售人员俩俩站着聊天，给客户感觉不太好。,,,,,(空),,(空),,,,,,,,,,,(空),,,(空),,(空)
129,3082秒,35-39岁,男,已婚1孩,是，请补充车型〖福克斯〗,4,4,5,2,别克,别克至境世家高配,广州车展,8,车型整体,大气，总体感觉比较厚重，外观中规中矩,隐藏式门把手,,,,,,,(空),8,内饰设计风格与布局,体验的是一款黄色内饰，总体感觉比较温馨，座椅比较柔软亲肤,不耐脏，座椅靠下位置和接触多的位置容易脏，不确定是否好打理。三排330MM的导轨外露，不美观。仪表较小，不利于驾驶员获取信息。,,,,,,,,,(空),9,独特功能亮点,,,,,,,,,“5恒”大健康座舱，恒湿（推荐湿度），恒温（推荐温度），恒洁（滤网寿命提醒），恒静（噪音），恒氧（含氧量，推荐开启外循环）。,贯穿屏不美观，UI设计感觉像是几年前水平。二排遥控器反应迟钝，和车机速度不匹配,,,(空),4,“哇塞”配置,空气悬架,因为只能静态体验，确实提升了进入便利性，实现一步上下车，对老人孩子比较友好,,,,,,,(空),6,按键质感,,,,,,,车内按键尺寸偏大，不容易误按，按键手感清脆,,,,(空),8,其他,,,,,,,因为车没有上市，相关可获知信息较少,,(空),8,座椅舒适性,座椅整体乘坐起来比较宽敞，体感柔软,,,,,,,,,,,,(空),8,储物空间,,副驾储物箱在坐人情况下开启不太方便,,,,,,,,,(空),7,接待与专业性,,,,接待人员对车型信息不太了解，比如车辆上各个储物空间的开启方式，各项功能的正确演示,,,,,(空),,(空),,,,,,,,,,,(空),,,(空),,(空)
130,1676秒,35-39岁,男,已婚1孩,是，请补充车型〖传祺GA6〗,5,5,5,2,奇瑞,风云A9L,广州-车展,7,车型整体,外造型廉洁大气,豪华感不强,,,,,,,,7,内饰设计风格与布局┋色彩与氛围,内饰简洁，空间感较好,用料一般，软包区域不足,,,没有什么特别的,色彩单一,,,,,,6,UI设计,,,操作不复杂,整车功能少,,,,,,,,,,8,舒适配置,(跳过),(跳过),座椅调节按键放在门板，便于操作，提升豪华感,后排座椅靠背角度不能调节,,,,,(空),7,材质/颜色一致性,,,座椅面料柔软，整车味道不大,整体搭配不够高级,,,,,,,(空),6,被动安全,,,配置气囊,没有什么特别的,,,,,(空),6,座椅舒适性┋空间,座椅尺寸合理，无拘束感,座椅硬,前后空间大,,,,,,,,,,(空),7,储物空间,门板储物空间较好,没有什么特别的,,,,,,,,,(空),7,接待与专业性,,,接待热情,,,,,,(空),6,其他〖未试驾〗,,,,,,,,,,,(空),,在保证运动溜背的外造型情况下，打造车内空间感较好，但是牺牲了后排座椅舒适性，后排座椅靠背角度小而且不能往后调节。,(空),空间大，配置合理，售价便宜，整车售价15w,(空)
131,1452秒,30-34岁,女,已婚1孩,是，请补充车型〖S7〗,3,3,4,3,智己,ＬＳ6-增程52max,广州车展,7,漆面/颜色,,,,,车漆好看,未知,,,,5,设计细节,,,,,,,nappa真皮座椅,门板和扶手下半部分是用塑料,,,,6,硬件基础,21.5英寸4k二排吸顶屏,未知,,,,,,,,,,,,6,舒适配置,(跳过),(跳过),增程器启动噪声低,未知,,,,,,4,车身缝隙,未知,缝隙较大,,,,,,,,,,6,被动安全,,,全向传力路径设计,未知,,,,,,6,静谧性,,,,,,,静谧性优秀,未知,,,,,,6,按键操作便利性,,,,,童锁,未知,,,,,,6,接待与专业性,,,热情有问必答,未知,,,,,(空),6,视野,,,视野清晰,,,,,,,,,未有机会体验,化妆镜尺寸超大且有触摸按键,,未知,(空)
