Unnamed: 0,brand_powertrain,attention_score
个性化元素,广汽传祺 插电式混合动力 增程式,6.698
主动阻尼悬挂,广汽传祺 插电式混合动力 增程式,6.167
陡坡缓降,广汽传祺 插电式混合动力 增程式,6.54
后视镜外观,广汽传祺 插电式混合动力 增程式,6.38
接缝大小及均匀性,广汽传祺 插电式混合动力 增程式,6.707
门把手外观,广汽传祺 插电式混合动力 增程式,6.494
卡钳外观,广汽传祺 插电式混合动力 增程式,6.182
雨刮器外观,广汽传祺 插电式混合动力 增程式,5.938
性价比,广汽传祺 汽油,7.449
外观风格,广汽传祺 汽油,7.823
内饰风格,广汽传祺 汽油,6.971
零百加速,广汽传祺 汽油,6.836
油耗WLTC,广汽传祺 汽油,6.071
腿部空间,广汽传祺 汽油,7.506
后备箱及周边空间,广汽传祺 汽油,7.058
动力模式切换平顺性,广汽传祺 汽油,6.637
头部空间,广汽传祺 汽油,7.379
日常实际使用油耗,广汽传祺 汽油,6.264
悬架滤振,广汽传祺 汽油,6.623
油门响应,广汽传祺 汽油,6.854
座椅材质,广汽传祺 汽油,6.979
转向精准度,广汽传祺 汽油,7.104
内饰材料及环保,广汽传祺 汽油,6.648
加速平顺性,广汽传祺 汽油,7.034
前脸外观,广汽传祺 汽油,7.825
隔音,广汽传祺 汽油,6.453
车尾外观,广汽传祺 汽油,7.177
车机系统可靠性,广汽传祺 汽油,6.345
车内布局,广汽传祺 汽油,6.954
油耗NEDC,广汽传祺 汽油,6.083
色彩搭配,广汽传祺 汽油,6.799
中控屏功能,广汽传祺 汽油,6.901
方向盘轻重调节,广汽传祺 汽油,6.872
整车色彩,广汽传祺 汽油,6.799
油耗CLTC,广汽传祺 汽油,6.08
高速再加速性能,广汽传祺 汽油,6.835
语音控制,广汽传祺 汽油,6.572
换挡平顺性,广汽传祺 汽油,6.802
馈电油耗,广汽传祺 汽油,5.696
车身比例,广汽传祺 汽油,7.064
风噪,广汽传祺 汽油,6.003
最长续航里程,广汽传祺 汽油,5.847
智能交互,广汽传祺 汽油,6.663
质感、做工,广汽传祺 汽油,6.936
动力系统可靠／耐久,广汽传祺 汽油,6.632
空调制冷速度,广汽传祺 汽油,6.98
NVH异响,广汽传祺 汽油,5.966
座椅宽度,广汽传祺 汽油,7.031
路噪,广汽传祺 汽油,6.0
异味,广汽传祺 汽油,5.659
储物,广汽传祺 汽油,7.04
车机屏幕分辨率,广汽传祺 汽油,6.794
辅助驾驶车道保持,广汽传祺 汽油,6.514
自适应巡航,广汽传祺 汽油,6.551
空调制热速度,广汽传祺 汽油,6.928
座椅加热,广汽传祺 汽油,6.793
响应速度,广汽传祺 汽油,6.636
座椅调节便利性,广汽传祺 汽油,6.931
坐垫厚度,广汽传祺 汽油,7.043
自动泊车,广汽传祺 汽油,6.43
氛围灯,广汽传祺 汽油,6.245
发动机噪音,广汽传祺 汽油,6.056
自动紧急制动,广汽传祺 汽油,6.615
座椅通风,广汽传祺 汽油,6.403
空调与通风,广汽传祺 汽油,6.94
桌面APP,广汽传祺 汽油,6.406
气囊,广汽传祺 汽油,6.618
安全带,广汽传祺 汽油,6.629
底盘系统可靠／耐久,广汽传祺 汽油,6.663
车身系统可靠／耐久,广汽传祺 汽油,6.701
车道偏离预警,广汽传祺 汽油,6.562
制动距离,广汽传祺 汽油,6.655
前碰撞预警,广汽传祺 汽油,6.546
厂家口碑,广汽传祺 汽油,6.771
车身刚度,广汽传祺 汽油,6.678
事故车门自动解锁,广汽传祺 汽油,6.551
屏幕尺寸,广汽传祺 汽油,6.825
桌面布局,广汽传祺 汽油,6.499
交互便利性,广汽传祺 汽油,6.65
远程启动／关闭空调,广汽传祺 汽油,6.501
事故车窗自动下降,广汽传祺 汽油,6.449
盲区检测,广汽传祺 汽油,6.51
气帘,广汽传祺 汽油,6.597
儿童安全锁,广汽传祺 汽油,6.5
事故自动断油,广汽传祺 汽油,6.548
远程解锁／上锁,广汽传祺 汽油,6.493
排放,广汽传祺 汽油,6.469
PM2.5过滤,广汽传祺 汽油,6.85
耐腐蚀性,广汽传祺 汽油,6.51
应急照明,广汽传祺 汽油,6.467
车门防夹,广汽传祺 汽油,6.555
碳足迹,广汽传祺 汽油,6.15
过弯侧倾抑制,广汽传祺 汽油,6.631
座椅臀部支撑程度,广汽传祺 汽油,7.041
远程车辆状态查看,广汽传祺 汽油,6.389
座椅靠背角度调节,广汽传祺 汽油,6.949
传感器可靠性,广汽传祺 汽油,6.371
车机芯片算力,广汽传祺 汽油,6.443
座椅调整防夹,广汽传祺 汽油,6.489
三脚架,广汽传祺 汽油,6.316
耐热,广汽传祺 汽油,6.452
耐寒,广汽传祺 汽油,6.442
远程开启／关闭车窗,广汽传祺 汽油,6.353
车辆追踪／报警,广汽传祺 汽油,6.324
安全带主动预紧,广汽传祺 汽油,6.568
防尘,广汽传祺 汽油,6.447
无钥匙进入／启动,广汽传祺 汽油,6.821
仅限用物质,广汽传祺 汽油,6.246
主动安全车道保持,广汽传祺 汽油,6.558
防水,广汽传祺 汽油,6.448
一键寻车,广汽传祺 汽油,6.336
防晒,广汽传祺 汽油,6.451
音响声音分区,广汽传祺 汽油,6.225
正碰时车身强度,广汽传祺 汽油,6.646
侧碰时车身强度,广汽传祺 汽油,6.646
追尾时车身强度,广汽传祺 汽油,6.642
偏置碰时车身强度,广汽传祺 汽油,6.646
车机屏幕数量,广汽传祺 汽油,6.419
座椅位置调节,广汽传祺 汽油,6.954
车距调节,广汽传祺 汽油,6.449
并线辅助,广汽传祺 汽油,6.387
座椅靠背厚度,广汽传祺 汽油,6.985
悬架软硬度,广汽传祺 汽油,6.434
开门预警,广汽传祺 汽油,6.452
自动落锁,广汽传祺 汽油,6.526
摄像头,广汽传祺 汽油,6.497
座椅按摩,广汽传祺 汽油,5.983
碰撞后自动拨打120,广汽传祺 汽油,6.47
车内视野,广汽传祺 汽油,6.913
高精地图,广汽传祺 汽油,6.378
热成型钢强度,广汽传祺 汽油,6.64
碰撞解锁,广汽传祺 汽油,6.535
碰撞前车身姿态调整,广汽传祺 汽油,6.145
空调风量,广汽传祺 汽油,6.889
灯光,广汽传祺 汽油,7.065
抬头显示,广汽传祺 汽油,5.976
夜视系统,广汽传祺 汽油,5.865
车内夜间效果,广汽传祺 汽油,6.27
儿童误触碰,广汽传祺 汽油,6.222
车漆质感,广汽传祺 汽油,6.612
涉水深度,广汽传祺 汽油,6.286
夜间行人监测,广汽传祺 汽油,5.936
内饰异响,广汽传祺 汽油,5.79
SOS紧急呼叫,广汽传祺 汽油,6.5
轮胎附着力,广汽传祺 汽油,6.57
坐垫柔软程度,广汽传祺 汽油,7.028
内饰接缝与拼接,广汽传祺 汽油,6.741
隔振,广汽传祺 汽油,6.505
空调出风口设计,广汽传祺 汽油,6.812
CarPlay,广汽传祺 汽油,6.41
自动空调,广汽传祺 汽油,7.082
车载KTV,广汽传祺 汽油,5.768
悬架形式,广汽传祺 汽油,6.626
高清大屏,广汽传祺 汽油,7.021
空调风感,广汽传祺 汽油,6.731
毫米波雷达,广汽传祺 汽油,6.134
方向盘功能,广汽传祺 汽油,6.854
空调噪音,广汽传祺 汽油,6.347
记忆泊车,广汽传祺 汽油,5.845
哨兵模式,广汽传祺 汽油,5.966
手势控制,广汽传祺 汽油,5.78
方向盘虚位,广汽传祺 汽油,6.41
侧面外观,广汽传祺 汽油,7.335
激光雷达,广汽传祺 汽油,5.743
座椅头枕,广汽传祺 汽油,6.877
车载游戏,广汽传祺 汽油,5.779
座椅腰部支撑,广汽传祺 汽油,6.827
360影像,广汽传祺 汽油,6.673
座椅周边储物空间,广汽传祺 汽油,6.564
转弯半径,广汽传祺 汽油,6.46
轴距,广汽传祺 汽油,7.158
方向盘加热,广汽传祺 汽油,5.87
NOA,广汽传祺 汽油,5.878
无图自动驾驶,广汽传祺 汽油,5.748
负离子发生器,广汽传祺 汽油,6.218
座椅折叠后空间,广汽传祺 汽油,7.234
双层玻璃,广汽传祺 汽油,6.158
OTA,广汽传祺 汽油,6.45
车门板储物空间,广汽传祺 汽油,6.769
座椅打孔,广汽传祺 汽油,6.354
手部放置空间,广汽传祺 汽油,6.821
座椅腿托,广汽传祺 汽油,6.076
仪表盘,广汽传祺 汽油,6.774
香氛,广汽传祺 汽油,5.847
保值率,广汽传祺 汽油,6.082
前备箱空间,广汽传祺 汽油,5.761
车顶线条,广汽传祺 汽油,6.782
座椅联动,广汽传祺 汽油,5.928
三排进出便利性,广汽传祺 汽油,6.352
维修便利性,广汽传祺 汽油,6.266
无线充电,广汽传祺 汽油,5.938
扶手箱空间,广汽传祺 汽油,6.81
空调分区,广汽传祺 汽油,6.814
后轮转向,广汽传祺 汽油,5.71
车窗外观,广汽传祺 汽油,6.507
主动降噪,广汽传祺 汽油,6.095
轮毂外观,广汽传祺 汽油,6.695
灭菌,广汽传祺 汽油,6.062
滤芯更换提醒,广汽传祺 汽油,6.089
中控面板功能,广汽传祺 汽油,6.916
质保时间,广汽传祺 汽油,6.404
手套箱空间,广汽传祺 汽油,6.58
保养周期,广汽传祺 汽油,6.391
靠背加热,广汽传祺 汽油,6.175
主驾操作区功能,广汽传祺 汽油,6.86
车门大小,广汽传祺 汽油,6.579
靠背通风,广汽传祺 汽油,6.026
充电接口,广汽传祺 汽油,6.071
座椅头枕音箱,广汽传祺 汽油,5.766
车门开度,广汽传祺 汽油,6.58
离地间隙,广汽传祺 汽油,6.393
接近角,广汽传祺 汽油,6.216
离去角,广汽传祺 汽油,6.216
转向回正力,广汽传祺 汽油,6.508
开关门质感,广汽传祺 汽油,6.423
可变转向比,广汽传祺 汽油,5.916
悬架高度,广汽传祺 汽油,6.261
小桌板,广汽传祺 汽油,5.793
自动驻车,广汽传祺 汽油,6.712
天窗,广汽传祺 汽油,6.667
制动热衰退,广汽传祺 汽油,6.328
方向盘周边储物空间,广汽传祺 汽油,6.165
儿童座椅适配,广汽传祺 汽油,6.17
遮阳帘功能,广汽传祺 汽油,5.965
后视镜视野,广汽传祺 汽油,6.771
零重力座椅,广汽传祺 汽油,5.86
副驾交互区功能,广汽传祺 汽油,6.212
大床模式空间,广汽传祺 汽油,6.026
转向座椅肋部支撑,广汽传祺 汽油,5.791
座椅老板键,广汽传祺 汽油,5.807
齿轮啸叫,广汽传祺 汽油,5.992
麋鹿测试,广汽传祺 汽油,6.396
车顶扶手,广汽传祺 汽油,5.912
前方视野,广汽传祺 汽油,6.981
电吸门便利性,广汽传祺 汽油,5.851
易损件寿命,广汽传祺 汽油,6.287
敲齿,广汽传祺 汽油,5.981
吭音,广汽传祺 汽油,5.977
门把手便利性,广汽传祺 汽油,6.415
冷暖冰箱,广汽传祺 汽油,5.755
脚部放置空间,广汽传祺 汽油,7.202
女王座椅,广汽传祺 汽油,5.764
爬陡坡性能,广汽传祺 汽油,6.646
三把锁,广汽传祺 汽油,5.75
制动辅助ABS/ESP/EPB,广汽传祺 汽油,6.909
高热工况性能,广汽传祺 汽油,6.399
高寒工况性能,广汽传祺 汽油,6.342
侧面视野,广汽传祺 汽油,6.843
隐私玻璃,广汽传祺 汽油,6.298
防晒车顶玻璃,广汽传祺 汽油,6.123
满/超载工况性能,广汽传祺 汽油,6.49
遮阳帘视野,广汽传祺 汽油,6.085
雨刮器视野,广汽传祺 汽油,6.366
门板功能,广汽传祺 汽油,6.231
高海拔工况性能,广汽传祺 汽油,6.333
过道宽度,广汽传祺 汽油,6.737
实用小配置,广汽传祺 汽油,6.615
制动点头,广汽传祺 汽油,6.222
除雾功能,广汽传祺 汽油,6.604
除霜功能,广汽传祺 汽油,6.602
燃油牌号,广汽传祺 汽油,6.279
遮阳板,广汽传祺 汽油,6.362
爬长坡性能,广汽传祺 汽油,6.634
立柱扶手,广汽传祺 汽油,5.86
减速玻璃,广汽传祺 汽油,6.389
轮胎外观,广汽传祺 汽油,6.229
松油门阻止感,广汽传祺 汽油,6.254
二三排控制区功能,广汽传祺 汽油,6.129
空气弹簧,广汽传祺 汽油,5.773
个性化元素,广汽传祺 汽油,6.769
主动阻尼悬挂,广汽传祺 汽油,5.768
陡坡缓降,广汽传祺 汽油,6.147
后视镜外观,广汽传祺 汽油,6.408
接缝大小及均匀性,广汽传祺 汽油,6.503
门把手外观,广汽传祺 汽油,6.384
卡钳外观,广汽传祺 汽油,6.108
雨刮器外观,广汽传祺 汽油,5.913
性价比,比亚迪 插电式混合动力 增程式,7.751
外观风格,比亚迪 插电式混合动力 增程式,7.775
内饰风格,比亚迪 插电式混合动力 增程式,7.065
零百加速,比亚迪 插电式混合动力 增程式,7.431
油耗WLTC,比亚迪 插电式混合动力 增程式,7.127
腿部空间,比亚迪 插电式混合动力 增程式,7.512
后备箱及周边空间,比亚迪 插电式混合动力 增程式,7.221
动力模式切换平顺性,比亚迪 插电式混合动力 增程式,7.223
头部空间,比亚迪 插电式混合动力 增程式,7.353
日常实际使用电耗,比亚迪 插电式混合动力 增程式,6.97
日常实际使用油耗,比亚迪 插电式混合动力 增程式,7.273
悬架滤振,比亚迪 插电式混合动力 增程式,6.677
油门响应,比亚迪 插电式混合动力 增程式,7.415
座椅材质,比亚迪 插电式混合动力 增程式,7.106
转向精准度,比亚迪 插电式混合动力 增程式,7.223
内饰材料及环保,比亚迪 插电式混合动力 增程式,6.739
加速平顺性,比亚迪 插电式混合动力 增程式,7.627
前脸外观,比亚迪 插电式混合动力 增程式,7.812
隔音,比亚迪 插电式混合动力 增程式,6.671
车尾外观,比亚迪 插电式混合动力 增程式,7.32
车机系统可靠性,比亚迪 插电式混合动力 增程式,6.977
车内布局,比亚迪 插电式混合动力 增程式,7.058
油耗NEDC,比亚迪 插电式混合动力 增程式,7.119
色彩搭配,比亚迪 插电式混合动力 增程式,6.888
中控屏功能,比亚迪 插电式混合动力 增程式,7.462
方向盘轻重调节,比亚迪 插电式混合动力 增程式,6.996
整车色彩,比亚迪 插电式混合动力 增程式,6.857
油耗CLTC,比亚迪 插电式混合动力 增程式,7.117
高速再加速性能,比亚迪 插电式混合动力 增程式,7.248
电耗WLTC,比亚迪 插电式混合动力 增程式,6.798
语音控制,比亚迪 插电式混合动力 增程式,7.16
换挡平顺性,比亚迪 插电式混合动力 增程式,7.253
馈电油耗,比亚迪 插电式混合动力 增程式,6.861
车身比例,比亚迪 插电式混合动力 增程式,7.135
风噪,比亚迪 插电式混合动力 增程式,6.199
最长续航里程,比亚迪 插电式混合动力 增程式,7.134
智能交互,比亚迪 插电式混合动力 增程式,7.196
质感、做工,比亚迪 插电式混合动力 增程式,7.057
动力系统可靠／耐久,比亚迪 插电式混合动力 增程式,7.033
空调制冷速度,比亚迪 插电式混合动力 增程式,7.198
NVH异响,比亚迪 插电式混合动力 增程式,6.228
座椅宽度,比亚迪 插电式混合动力 增程式,7.175
电耗CLTC,比亚迪 插电式混合动力 增程式,6.773
路噪,比亚迪 插电式混合动力 增程式,6.223
异味,比亚迪 插电式混合动力 增程式,5.57
储物,比亚迪 插电式混合动力 增程式,7.053
车机屏幕分辨率,比亚迪 插电式混合动力 增程式,7.267
辅助驾驶车道保持,比亚迪 插电式混合动力 增程式,6.95
自适应巡航,比亚迪 插电式混合动力 增程式,6.978
空调制热速度,比亚迪 插电式混合动力 增程式,7.146
座椅加热,比亚迪 插电式混合动力 增程式,7.046
响应速度,比亚迪 插电式混合动力 增程式,7.149
座椅调节便利性,比亚迪 插电式混合动力 增程式,7.118
坐垫厚度,比亚迪 插电式混合动力 增程式,7.181
自动泊车,比亚迪 插电式混合动力 增程式,6.865
氛围灯,比亚迪 插电式混合动力 增程式,6.592
发动机噪音,比亚迪 插电式混合动力 增程式,6.234
自动紧急制动,比亚迪 插电式混合动力 增程式,7.027
座椅通风,比亚迪 插电式混合动力 增程式,6.879
空调与通风,比亚迪 插电式混合动力 增程式,7.097
桌面APP,比亚迪 插电式混合动力 增程式,6.939
气囊,比亚迪 插电式混合动力 增程式,7.017
安全带,比亚迪 插电式混合动力 增程式,7.01
底盘系统可靠／耐久,比亚迪 插电式混合动力 增程式,6.926
车身系统可靠／耐久,比亚迪 插电式混合动力 增程式,6.999
车道偏离预警,比亚迪 插电式混合动力 增程式,7.002
制动距离,比亚迪 插电式混合动力 增程式,6.961
前碰撞预警,比亚迪 插电式混合动力 增程式,6.997
厂家口碑,比亚迪 插电式混合动力 增程式,7.15
车身刚度,比亚迪 插电式混合动力 增程式,7.039
事故车门自动解锁,比亚迪 插电式混合动力 增程式,6.965
屏幕尺寸,比亚迪 插电式混合动力 增程式,7.272
桌面布局,比亚迪 插电式混合动力 增程式,6.95
交互便利性,比亚迪 插电式混合动力 增程式,7.173
远程启动／关闭空调,比亚迪 插电式混合动力 增程式,7.021
事故车窗自动下降,比亚迪 插电式混合动力 增程式,6.842
盲区检测,比亚迪 插电式混合动力 增程式,6.949
气帘,比亚迪 插电式混合动力 增程式,7.005
儿童安全锁,比亚迪 插电式混合动力 增程式,6.891
事故自动下电,比亚迪 插电式混合动力 增程式,6.965
电池回收,比亚迪 插电式混合动力 增程式,6.668
事故自动断油,比亚迪 插电式混合动力 增程式,6.964
冬季城市纯电续航,比亚迪 插电式混合动力 增程式,6.42
远程解锁／上锁,比亚迪 插电式混合动力 增程式,6.995
排放,比亚迪 插电式混合动力 增程式,7.003
PM2.5过滤,比亚迪 插电式混合动力 增程式,7.129
耐腐蚀性,比亚迪 插电式混合动力 增程式,6.845
应急照明,比亚迪 插电式混合动力 增程式,6.846
车门防夹,比亚迪 插电式混合动力 增程式,6.956
碳足迹,比亚迪 插电式混合动力 增程式,6.688
过弯侧倾抑制,比亚迪 插电式混合动力 增程式,6.812
座椅臀部支撑程度,比亚迪 插电式混合动力 增程式,7.192
远程车辆状态查看,比亚迪 插电式混合动力 增程式,6.905
座椅靠背角度调节,比亚迪 插电式混合动力 增程式,7.15
传感器可靠性,比亚迪 插电式混合动力 增程式,6.814
车机芯片算力,比亚迪 插电式混合动力 增程式,7.042
座椅调整防夹,比亚迪 插电式混合动力 增程式,6.881
三脚架,比亚迪 插电式混合动力 增程式,6.61
耐热,比亚迪 插电式混合动力 增程式,6.775
耐寒,比亚迪 插电式混合动力 增程式,6.752
远程开启／关闭车窗,比亚迪 插电式混合动力 增程式,6.817
30%SOC～80%SOC,比亚迪 插电式混合动力 增程式,7.035
夏季城市纯电续航,比亚迪 插电式混合动力 增程式,6.895
车辆追踪／报警,比亚迪 插电式混合动力 增程式,6.781
安全带主动预紧,比亚迪 插电式混合动力 增程式,6.977
超充兼容性,比亚迪 插电式混合动力 增程式,6.749
防尘,比亚迪 插电式混合动力 增程式,6.769
无钥匙进入／启动,比亚迪 插电式混合动力 增程式,7.148
仅限用物质,比亚迪 插电式混合动力 增程式,6.691
主动安全车道保持,比亚迪 插电式混合动力 增程式,6.998
防水,比亚迪 插电式混合动力 增程式,6.772
一键寻车,比亚迪 插电式混合动力 增程式,6.761
防晒,比亚迪 插电式混合动力 增程式,6.771
音响声音分区,比亚迪 插电式混合动力 增程式,6.623
正碰时车身强度,比亚迪 插电式混合动力 增程式,7.037
侧碰时车身强度,比亚迪 插电式混合动力 增程式,7.037
追尾时车身强度,比亚迪 插电式混合动力 增程式,7.023
偏置碰时车身强度,比亚迪 插电式混合动力 增程式,7.034
车机屏幕数量,比亚迪 插电式混合动力 增程式,6.849
座椅位置调节,比亚迪 插电式混合动力 增程式,7.148
车距调节,比亚迪 插电式混合动力 增程式,6.919
并线辅助,比亚迪 插电式混合动力 增程式,6.827
座椅靠背厚度,比亚迪 插电式混合动力 增程式,7.132
悬架软硬度,比亚迪 插电式混合动力 增程式,6.533
电耗NEDC,比亚迪 插电式混合动力 增程式,6.761
开门预警,比亚迪 插电式混合动力 增程式,6.876
自动落锁,比亚迪 插电式混合动力 增程式,6.953
摄像头,比亚迪 插电式混合动力 增程式,6.962
座椅按摩,比亚迪 插电式混合动力 增程式,6.199
碰撞后自动拨打120,比亚迪 插电式混合动力 增程式,6.882
车内视野,比亚迪 插电式混合动力 增程式,6.942
高精地图,比亚迪 插电式混合动力 增程式,6.865
热成型钢强度,比亚迪 插电式混合动力 增程式,7.032
碰撞解锁,比亚迪 插电式混合动力 增程式,6.942
碰撞前车身姿态调整,比亚迪 插电式混合动力 增程式,6.49
空调风量,比亚迪 插电式混合动力 增程式,7.107
灯光,比亚迪 插电式混合动力 增程式,7.411
抬头显示,比亚迪 插电式混合动力 增程式,6.361
夜视系统,比亚迪 插电式混合动力 增程式,6.193
车内夜间效果,比亚迪 插电式混合动力 增程式,6.565
儿童误触碰,比亚迪 插电式混合动力 增程式,6.543
车漆质感,比亚迪 插电式混合动力 增程式,6.79
涉水深度,比亚迪 插电式混合动力 增程式,6.509
夜间行人监测,比亚迪 插电式混合动力 增程式,6.272
内饰异响,比亚迪 插电式混合动力 增程式,6.076
SOS紧急呼叫,比亚迪 插电式混合动力 增程式,6.919
轮胎附着力,比亚迪 插电式混合动力 增程式,6.791
坐垫柔软程度,比亚迪 插电式混合动力 增程式,7.182
内饰接缝与拼接,比亚迪 插电式混合动力 增程式,6.863
隔振,比亚迪 插电式混合动力 增程式,6.762
空调出风口设计,比亚迪 插电式混合动力 增程式,7.028
CarPlay,比亚迪 插电式混合动力 增程式,6.826
自动空调,比亚迪 插电式混合动力 增程式,7.296
车载KTV,比亚迪 插电式混合动力 增程式,6.058
悬架形式,比亚迪 插电式混合动力 增程式,6.789
高清大屏,比亚迪 插电式混合动力 增程式,7.495
空调风感,比亚迪 插电式混合动力 增程式,6.951
毫米波雷达,比亚迪 插电式混合动力 增程式,6.628
方向盘功能,比亚迪 插电式混合动力 增程式,7.028
空调噪音,比亚迪 插电式混合动力 增程式,6.595
记忆泊车,比亚迪 插电式混合动力 增程式,6.2
哨兵模式,比亚迪 插电式混合动力 增程式,6.429
手势控制,比亚迪 插电式混合动力 增程式,5.989
方向盘虚位,比亚迪 插电式混合动力 增程式,6.575
侧面外观,比亚迪 插电式混合动力 增程式,7.375
激光雷达,比亚迪 插电式混合动力 增程式,5.985
0%SOC～100%SOC,比亚迪 插电式混合动力 增程式,6.694
座椅头枕,比亚迪 插电式混合动力 增程式,7.022
馈电状态短时最高车速,比亚迪 插电式混合动力 增程式,6.798
车载游戏,比亚迪 插电式混合动力 增程式,6.059
座椅腰部支撑,比亚迪 插电式混合动力 增程式,6.996
360影像,比亚迪 插电式混合动力 增程式,7.07
座椅周边储物空间,比亚迪 插电式混合动力 增程式,6.629
转弯半径,比亚迪 插电式混合动力 增程式,6.541
轴距,比亚迪 插电式混合动力 增程式,7.394
方向盘加热,比亚迪 插电式混合动力 增程式,6.171
NOA,比亚迪 插电式混合动力 增程式,6.324
无图自动驾驶,比亚迪 插电式混合动力 增程式,5.995
负离子发生器,比亚迪 插电式混合动力 增程式,6.564
座椅折叠后空间,比亚迪 插电式混合动力 增程式,7.255
双层玻璃,比亚迪 插电式混合动力 增程式,6.576
OTA,比亚迪 插电式混合动力 增程式,6.991
车门板储物空间,比亚迪 插电式混合动力 增程式,6.837
座椅打孔,比亚迪 插电式混合动力 增程式,6.565
冬季高速纯电续航,比亚迪 插电式混合动力 增程式,6.363
手部放置空间,比亚迪 插电式混合动力 增程式,6.897
座椅腿托,比亚迪 插电式混合动力 增程式,6.321
仪表盘,比亚迪 插电式混合动力 增程式,6.586
馈电状态可持续最高车速,比亚迪 插电式混合动力 增程式,6.803
香氛,比亚迪 插电式混合动力 增程式,6.103
满电状态短时最高车速,比亚迪 插电式混合动力 增程式,7.168
保值率,比亚迪 插电式混合动力 增程式,6.461
前备箱空间,比亚迪 插电式混合动力 增程式,5.969
车顶线条,比亚迪 插电式混合动力 增程式,6.849
座椅联动,比亚迪 插电式混合动力 增程式,6.167
三排进出便利性,比亚迪 插电式混合动力 增程式,6.356
维修便利性,比亚迪 插电式混合动力 增程式,6.615
无线充电,比亚迪 插电式混合动力 增程式,6.242
扶手箱空间,比亚迪 插电式混合动力 增程式,6.904
夏季高速纯电续航,比亚迪 插电式混合动力 增程式,6.838
满电状态可持续最高车速,比亚迪 插电式混合动力 增程式,7.155
空调分区,比亚迪 插电式混合动力 增程式,7.088
后轮转向,比亚迪 插电式混合动力 增程式,5.884
车窗外观,比亚迪 插电式混合动力 增程式,6.605
主动降噪,比亚迪 插电式混合动力 增程式,6.49
轮毂外观,比亚迪 插电式混合动力 增程式,6.818
灭菌,比亚迪 插电式混合动力 增程式,6.379
滤芯更换提醒,比亚迪 插电式混合动力 增程式,6.408
中控面板功能,比亚迪 插电式混合动力 增程式,7.215
质保时间,比亚迪 插电式混合动力 增程式,6.93
手套箱空间,比亚迪 插电式混合动力 增程式,6.698
保养周期,比亚迪 插电式混合动力 增程式,6.738
靠背加热,比亚迪 插电式混合动力 增程式,6.524
主驾操作区功能,比亚迪 插电式混合动力 增程式,7.035
车门大小,比亚迪 插电式混合动力 增程式,6.733
靠背通风,比亚迪 插电式混合动力 增程式,6.342
充电接口,比亚迪 插电式混合动力 增程式,6.534
座椅头枕音箱,比亚迪 插电式混合动力 增程式,5.974
车门开度,比亚迪 插电式混合动力 增程式,6.725
离地间隙,比亚迪 插电式混合动力 增程式,6.519
接近角,比亚迪 插电式混合动力 增程式,6.382
离去角,比亚迪 插电式混合动力 增程式,6.382
转向回正力,比亚迪 插电式混合动力 增程式,6.674
开关门质感,比亚迪 插电式混合动力 增程式,6.622
可变转向比,比亚迪 插电式混合动力 增程式,6.2
悬架高度,比亚迪 插电式混合动力 增程式,6.398
小桌板,比亚迪 插电式混合动力 增程式,5.951
自动驻车,比亚迪 插电式混合动力 增程式,6.978
天窗,比亚迪 插电式混合动力 增程式,6.827
制动热衰退,比亚迪 插电式混合动力 增程式,6.606
方向盘周边储物空间,比亚迪 插电式混合动力 增程式,6.317
儿童座椅适配,比亚迪 插电式混合动力 增程式,6.443
遮阳帘功能,比亚迪 插电式混合动力 增程式,6.2
后视镜视野,比亚迪 插电式混合动力 增程式,6.931
零重力座椅,比亚迪 插电式混合动力 增程式,6.106
副驾交互区功能,比亚迪 插电式混合动力 增程式,6.417
大床模式空间,比亚迪 插电式混合动力 增程式,6.148
转向座椅肋部支撑,比亚迪 插电式混合动力 增程式,5.971
座椅老板键,比亚迪 插电式混合动力 增程式,5.974
齿轮啸叫,比亚迪 插电式混合动力 增程式,6.178
麋鹿测试,比亚迪 插电式混合动力 增程式,6.707
车顶扶手,比亚迪 插电式混合动力 增程式,6.03
前方视野,比亚迪 插电式混合动力 增程式,7.097
电吸门便利性,比亚迪 插电式混合动力 增程式,6.084
易损件寿命,比亚迪 插电式混合动力 增程式,6.621
敲齿,比亚迪 插电式混合动力 增程式,6.163
吭音,比亚迪 插电式混合动力 增程式,6.161
门把手便利性,比亚迪 插电式混合动力 增程式,6.585
冷暖冰箱,比亚迪 插电式混合动力 增程式,5.94
脚部放置空间,比亚迪 插电式混合动力 增程式,7.233
女王座椅,比亚迪 插电式混合动力 增程式,5.935
爬陡坡性能,比亚迪 插电式混合动力 增程式,7.044
三把锁,比亚迪 插电式混合动力 增程式,5.918
制动辅助ABS/ESP/EPB,比亚迪 插电式混合动力 增程式,7.195
高热工况性能,比亚迪 插电式混合动力 增程式,6.819
高寒工况性能,比亚迪 插电式混合动力 增程式,6.722
侧面视野,比亚迪 插电式混合动力 增程式,6.985
隐私玻璃,比亚迪 插电式混合动力 增程式,6.546
防晒车顶玻璃,比亚迪 插电式混合动力 增程式,6.425
满/超载工况性能,比亚迪 插电式混合动力 增程式,6.846
遮阳帘视野,比亚迪 插电式混合动力 增程式,6.281
雨刮器视野,比亚迪 插电式混合动力 增程式,6.596
门板功能,比亚迪 插电式混合动力 增程式,6.412
高海拔工况性能,比亚迪 插电式混合动力 增程式,6.72
过道宽度,比亚迪 插电式混合动力 增程式,6.812
实用小配置,比亚迪 插电式混合动力 增程式,6.804
